offensive,text
1,"['achizitionat', 'fier', 'calcat', 'acum', 'aprox', 'saptamani', 'utilizari', 'functioneaza', 'sunat', 'emag', 'idiot', 'tupeu', 'spune', 'sal', 'duc', 'service', 'produse', 'returnate', 'moment', 'utilizate', 'intreband', 'talpa', 'arsa', 'chestii', 'genulexact', 'prosti', 'fierul', 'arata', 'perfect', 'ghici', 'functioneaza', 'asem', 'mia', 'venit', 'coletul', 'observat', 'fierul', 'calcat', 'apa', 'explicatia', 'lau', 'incercat', 'trimita', 'cert', 'pare', 'normal', 'duc', 'service', 'produs', 'cumparat', 'luna', 'zile', 'rezolva', 'problema', 'rapid', 'efficient', 'achizitionez', 'mimic', 'moment', 'profesionisti', 'pasa', 'regret', 'facut', 'alegerea', 'keep', 'doing', 'what', 'youre', 'doing', 'and', 'soon', 'youll', 'lose', 'all', 'your', 'clients', 'congrats']"
1,"['aude', 'clar', 'fundal', 'mama', 'fetei', 'striga', 'tin', 'plamanii', 'bravo', 'mamaaa', 'clar', 'naste', 'pisica', 'soareci', 'mananca']"
1,"['lag', 'jocuri', 'duce', 'jocurile', 'max', 'fps', 'setari', 'minime', 'setari', 'max', 'fps', 'wachdogs', 'setari', 'minime', 'lag', 'setari', 'max', 'direct', 'blocheaza', 'jocuri', 'slabe', 'lag', 'inteleg', 'macar', 'incalzeste', 'scrie', 'gb', 'ram', 'gtx', 'vede', 'gb', 'ram', 'placa', 'video', 'cacat', 'bun', 'cacatul']"
1,"['gunoaie', 'bani', 'vanda', 'produsul', 'stiu', 'faca', 'rusineeeeee']"
0,"['trupa', 'suede', 'videoclip', 'filmat', 'anul', 'trecut', 'pripyat', 'melodia', 'numeste', 'life', 'is', 'golden', 'frumos']"
1,"['oare', 'tampiti', 'emag', 'vand', 'fake', 'uri', 'grosolane']"
1,"['luat', 'bucati', 'fac', 'rafturi', 'solide', 'trebuie', 'ancorat', 'bine', 'perete', 'flescaie', 'pui', 'atentie', 'muchii', 'taie', 'dracu']"
1,"['adrian', 'niculescu', 'trebuie', 'stea', 'vorba', 'oameni', 'incompetenti']"
1,"['kkt', 'lam', 'comandat', 'data', 'seara', 'primit', 'semn', 'gata', 'transport', 'nico', 'problema', 'belit', 'pl', 'chestii', 'genul', 'parat', 'altu', 'ntre', 'timp', 'ajuns', 'repede', 'sistem', 'kkt']"
1,"['bravo', 'inseamna', 'cacopiii', 'europa', 'pornistice', 'mentalitate', 'roman', 'at', 'adrian']"
0,"['frumoasa', 'reteta', 'chef']"
1,"['intai', 'asigurativa', 'pcul', 'plangeti', 'blocheaza', 'pcul', 'cred', 'vizionati', 'clip', 'yt', 'p', 'plangeti', 'puteti', 'filma']"
1,"['cumparati', 'eap', 'trimit', 'codul', 'jocului', 'coala', 'incerci', 'bagi', 'codul', 'aoune', 'folosit', 'revenit', 'telefon', 'gamesline', 'pt', 'emag', 'minile', 'fac', 'sesizare', 'protecia', 'consumatorului', 'emag', 'comandat', 'ruine']"
0,"['trebuienca', 'iaca', 'fukusimace', 'reactor', 'sare', 'n', 'aersi', 'miram', 'cancer', 'greu']"
1,"['acopera', 'putin']"
1,"['trebuit', 'gaura', 'ptr', 'stalp', 'sal', 'prind', 'arcada', 'soricel', 'probabil', 'sistemul', 'interior', 'cacao', 'surub', 'imbus', 'rahat', 'sansele', 'sati', 'dai', 'imbusul', 'cap', 'stringi', 'ptr', 'sare', 'capul', 'surubului']"
0,"['facut', 'data', 'reteta', 'gustos']"
1,"['prost', 'telefon', 'lam', 'achizitionat', 'vreodata', 'processor', 'muci']"
1,"['comandat', 'produs', 'resigilat', 'miam', 'asumat', 'riscul', 'aiba', 'mici', 'hibe', 'scria', 'descriere', 'niciun', 'caz', 'produs', 'forjat', 'murdar', 'mizerabil', 'consecinta', 'folosit', 'inadmisibil', 'vinzi', 'poduse', 'sh', 'exista', 'olx', 'acolo', 'aveti', 'produse', 'vanzare']"
0,"['buna', 'folosit', 'pana', 'acum', 'sony', 'vegas', 'editari', 'vreau', 'intreb', 'bun', 'adobe', 'vegas', 'incercat', 'adobe', 'vreau', 'stiu', 'parerea', 'folosit', 'vegas', 'lai', 'incercat', 'fac', 'parere', 'program', 'trebuii', 'folosesc']"
1,"['beyonce', 'rupe', 'motanul', 'edy', 'talent', 'kui', 'guta']"
1,"['rares', 'cool', 'scris', 'faci', 'statistica', 'esti', 'fumat', 'sigur', 'fane', 'favoare', 'citeste', 'specificatiile', 'intro', 'limba', 'intelegi', 'romaneste', 'probleme']"
1,"['microfonul', 'rahat']"
1,"['caterinca', 'mor', 'bag', 'pula', 'lam', 'cumparat', 'mil', 'bag', 'cur', 'intrat', 'greu', 'colturi', 'ales', 'intra', 'usbul', 'recomand', 'facut', 'simt', 'ultima', 'carpa', 'gunoi']"
0,['exceptional']
1,"['cumpara', 'produsele', 'samsung', 'mare', 'fraier', 'customer', 'support', 'inutil', 'inexistent']"
1,"['plastic', 'ordinar']"
1,['rahat']
1,"['bag', 'pl', 'ali', 'express', 'dolar', 'acum', 'rad', 'prietenii', 'andrei', 'd', 'calicit']"
0,"['renasterece', 'prostieo', 'renastere', 'criminali', 'lau', 'omorit', 'ceausescu', 'omoara', 'acumde', 'ani', 'comunisti', 'fura', 'omoara']"
0,"['salut', 'problema', 'incerc', 'importez', 'clip', 'marede', 'ex', 'gb', 'primesc', 'not', 'responding', 'trebuie', 'inchid', 'programul', 'fortat', 'solutie']"
1,"['manualul', 'montaj', 'varza', 'foto', 'mici', 'ilizibile', 'intorci', 'manerul', 'poti', 'strange', 'plus', 'cretinii', 'lau', 'fabricat', 'pus', 'siguranta', 'pliere', 'partea', 'gresita', 'complicat', 'greu', 'utilizat', 'imposibil', 'copilul', 'brate', 'pare', 'rau', 'lam', 'comandat', 'calificativ', 'negativ']"
1,"['fake', 'fucking', 'fake']"
0,"['premiere', 'pro', 'costa', 'resolve', 'versiune', 'free', 'sigur', 'versiune', 'cumparat', 'costa', 'viata', 'premiere', 'pro', 'okay', 'schimbat', 'regret']"
0,"['canal', 'youtube', 'pana', 'anul', 'editam', 'videoclipurile', 'absolut', 'deloc', 'pare', 'alegere', 'buna', 'acum', 'descoperit', 'canalul', 'dumneavoastra', 'mam', 'abonat', 'clik', 'clopotel', 'notificari', 'invata', 'lucruri', 'legate', 'editare', 'premier', 'pro']"
1,"['sugeti', 'coiuuu']"
0,"['putina', 'lume', 'vazut', 'material', 'trebui', 'lumea', 'vada', 'material', 'vota', 'respect', 'echipa', 'recorder']"
0,"['crede', 'pro', 'tv', 'tare', 'dea', 'like']"
1,"['bai', 'frate', 'esti', 'prost', 'stai', 'banca', 'rand', 'stii', 'tel', 'performant', 'stie', 'soparla', 'cumparat', 'dai', 'parerea', 'aiurea']"
0,"['tare', 'documentar', 'lam', 'vazut', 'vreodata', 'bravo', 'plans', 'urat', 'strans', 'pumnulam', 'scrasnit', 'dinti', 'iubit', 'suferit', 'trait', 'starile', 'posibile', 'traiasca', 'romania']"
1,['cacat']
1,"['dronele', 'ciobani', 'nevoie', 'finete', 'control', 'drona', 'perfecta', 'hover', 'punct', 'fix']"
1,"['buna', 'sters', 'fund', 'timp', 'brate', 'montare', 'luati', 'dracu', 'reclama', 'fb', 'cami', 'produce', 'voma']"
0,"['zona', 'jefuita', 'ulterior', 'vede', 'bine', 'pazit', 'autoritatile', 'cacat', 'tara', 'noastra']"
1,"['induceti', 'potentialii', 'clienti', 'eroare', 'incetati', 'informatia', 'corecta', 'reprezentatii', 'samsung', 'romania', 'mananca', 'zapada', 'maxima', 'nerusinare', 'habar', 'vorbesc', 'modelul', 'dotat', 'exynos', 'rusinica', 'samsung', 'litera', 'mica', 'intentionat']"
0,"['dc', 'lai', 'bagat', 'jimmy']"
0,['multumesc']
1,"['intampla', 'achizitionati', 'produse', 'inteligente', 'decat']"
0,"['bun', 'video']"
1,"['recent', 'preul', 'lei', 'acuma', 'l', 'scumpit', 'hoi', 'hoilor']"
1,"['mare', 'rahat']"
1,"['cati', 'bani', 'cere', 'trebuia', 'minim', 'gb', 'ram', 'interna', 'cacat', 'bani', 'astia']"
1,"['mincinos', 'ordinar', 'pus', 's', 'dea', 'stele', 'aiurea', 'produse']"
1,"['cacat', 'jocu', 'bun', 'livrare', 'est', 'slaba', 'caca']"
0,"['spun', 'calitate', 'roman', 'plecat', 'izgonit', 'saracie', 'tara', 'abtin', 'drepturile', 'politica', 'subiect', 'sensibil', 'vorbeam', 'acasa']"
1,"['porcarie', 'omit', 'spuna', 'faptul', 'langa', 'faptul', 'banda', 'ghz', 'varza', 'routerul', 'supraincalzeste', 'blocheaza', 'transferul', 'ramane', 'practic', 'inutilizabil', 'vazut', 'felul', 'inventii', 'ventilatoare', 'puse', 'cur', 'scada', 'temperatura', 'dea', 'dreptul', 'jenant', 'banii', 'astia', 'vedea', 'cacat', 'film', 'net', 'intrerupa', 'minut', 'minut']"
0,"['frica', 'bagat']"
1,"['smi', 'arate', 'cte', 'calorii', 'dac', 'bate', 'inima', 'coclauri', 'snti', 's', 'car', 'placinta', 'telefon', 'tinerilor', 'frumoi', 'liberi', 'alergai', 'km', 'facei', 'flotri', 'cumprai', 'ceas', 'adevrat', 'puin', 'ncercai', 's', 'brbai', 'adevrai', 'dor', 'prere', 'putei', 's', 'butonai', 'culcare', 'sculare', 'important', 'ultima', 'cnd', 'postez']"
1,"['cumparato', 'tiai', 'seama', 'rotativa', 'nuti', 'faci', 'cumparaturi', 'talcioc', 'acolo', 'poti', 'vezi', 'atingi']"
1,"['fraiere', 's', 'faci', 'octa', 'core', 'generatii', 'vechi', 'dect', 'procesor', 'biti', 'apple', 'telefon', 'bun', 'scump']"
0,"['serial', 'chernobyl']"
1,"['pula', 'pret', 'cacatilor', 'iau', 'licenta', 'lei']"
1,"['probabil', 'telefoane', 'lei', 'faca', 'ras', 'hai', 'bag', 'rewiev', 'aiurea', 'justific', 'stresez', 'emag']"
1,"['hota', 'buna', 'excit', 'uit']"
1,"['explica', 'dle', 'bata', 'ciobanul', 'dai', 'stea']"
1,"['jeg', 'telefon']"
1,"['cacao', 'consola', 'originala', 'virgina', 'vanduta', 'garantie', 'modata', 'idee', 'modarea', 'implica', 'deschiderea', 'consolei', 'invalidarea', 'garantiei', 'ps', 'autor', 'pune', 'punct']"
1,"['permiteti', 'puneti', 'fotografii', 'produse', 'dyson', 'vindeti', 'chinezarii', 'tiganilor']"
0,"['facuto', 'iese', 'extraordinar', 'super']"
0,"['paralizie', 'somn', 'fapt', 'deschid', 'ochii']"
1,"['asculta', 'cretini', 'bani', 'astia', 'ecran', 'k', 'inchi', 'ecranu', 'luminos', 'lumina', 'puternica', 'poti', 'probleme']"
1,"['cred', 'esti', 'retardat', 'prietene']"
0,"['superb', 'episodul', 'felicitari', 'munca', 'depusa', 'sustin']"
1,"['cerbu', 'gabi', 'ratat']"
1,"['teai', 'ars', 'selly']"
1,"['mincinosii', 'site', 'ofereati', 'cadou', 'livrare', 'teapa', 'jeguri', 'sunteti']"
1,"['pula', 'poza', 'pagina', 'reala', 'primesti']"
0,"['recomand', 'fascinati', 'aceest', 'loc', 'sjoace', 'jocurile', 'stalker', 'desigur', 'citeasca', 'cartile', 'jocurile', 'inspirat']"
0,"['merita', 'vazut', 'revazut', 'an']"
1,"['sti', 'folosesti', 'telefon', 'cacat']"
1,"['sogor', 'norbert', 'extra', 'varza', 'esti', 'auzit', 'macar', 'aude', 'sunetul', 'boxa', 'bassul', 'stiu', 'vb', 'aiurea', 'ales', 'boxa', 'buton', 'extra', 'bass']"
0,"['paul', 'vreau', 'spun', 'patito', 'mic', 'vedeam', 'strabunicul', 'privea', 'geam']"
1,"['prietene', 'vii', 'vrei', 'windows', 'laptop', 'ultima', 'generatie', 'evoluam', 'acum', 'ani', 'cauta', 'bine', 'dual', 'core', 'maxim', 'celeron', 'citgrup', 'arhisuficient', 'pt', 'auzi', 'dai', 'ron', 'laptop', 'vrei', 'w', 'biti', 'miste', 'bine']"
1,"['faca', 'greseala', 'bani', 'kkt', 'credeti', 'scrie', 'ore', 'pt', 'minute', 'bateria', 'asemenea', 'boxa', 's', 'sticat', 'saptamani', 'adk', 'adk', 's', 'spart', 'difuzor', 'pana', 'telefonul', 'bateria', 'mare', 'rest', 'sunetul', 'caliatate', 'merita', 'dai', 'leila', 'reducere', 'asculti', 'minute', 'doua', 'saptamani', 'bine', 'cumperi', 'jbl', 'flip', 'calitate', 'adevarat', 'concluzie', 'boxa', 'kkt']"
1,"['client', 'emag', 'mar', 'esti', 'inteligent', 'buni', 'inteligenta', 'bine', 'vazut', 'scris', 'mic', 'intrun', 'unghi', 'aiurea', 'stiut', 'citesti', 'descrierea', 'produsului', 'semnalizarea', 'manevrelor', 'autovehiculului', 'vitala', 'siguranta', 'evita', 'coliziunile', 'participanti', 'trafic', 'trebuie', 'stie', 'faci', 'vei', 'oferi', 'celorlalti', 'soferi', 'timp', 'suplimentar', 'pretios', 'reactiona', 'manevrele', 'poti', 'vedea', 'drum', 'soferi', 'vedea', 'bine', 'recomandam', 'instalarea', 'noilor', 'lampi', 'philips', 'xtremeultinon', 'led', 'mecanici', 'specializati', 'asigura', 'esti', 'gata', 'drum', 'doresti', 'innoiesti', 'stilul', 'cumpara', 'masina', 'refera', 'offroad', 'interior', 'use', 'only', 'iei', 'masina', 'mergi', 'camp', 'drumurile', 'intalnesti', 'tractoare', 'carute', 'trebuie', 'vazut', 'bine']"
0,"['buna', 'gem', 'cirese', 'ciresele', 'intregi', 'pun']"
1,"['livreaza', 'comenzile']"
1,"['temian', 'antoniu', 'pune', 'intrebare', 'asha', 'intrebarea', 'puso', 'raspunsul', 'astia', 'emag', 'miau', 'zisul', 'tau', 'raspuns', 'chestie', 'luni', 'luat', 'casca', 'ochii', 'scrie']"
0,"['intamplat', 'dracu', 'vazut', 'parul', 'lung', 'alba', 'statea', 'langa', 'jur', 'psiholog']"
1,"['bass', 'slab', 'volum', 'mic', 'aveam', 'tendinta', 'tare']"
1,"['esti', 'nebun']"
1,"['dezinforma', 'lumea', 'mic', 'gram', 'cultura', 'generala', 'lumina', 'solara', 'k', 'merge', 'pana', 'k', 'cer', 'albastru', 'lumina', 'rece', 'vrei', 'numesti', 'primesti', 'viata', 'becul', 'mare', 'portocaliu', 'cer', 'clar', 'efect', 'advers', 'trebui', 'eviti', 'lumina', 'data', 'soare', 'vad', 'facut', 'deloc', 'bine', 'mental']"
0,"['monstrii', 'astia', 'exista']"
1,"['p', 's', 'serviciile', 'emag']"
1,"['nesimtitilor', 'anglia', 'scaunul', 'lire', 'lei', 'auzi', 'redus', 'lei', 'voua', 'rusine', 'hoti', 'ordinari', 'sunteti']"
0,"['satulcere', 'vaci', 'd']"
1,"['bai', 'emagu', 'reducerile', 'mincinoase', 'mah', 'situl', 'vanzatorului', 'pretul', 'pornire', 'lei', 'redus', 'nlea', 'exemplu', 'stiu', 'no', 'publicati', 'macar', 'enervez', 'careva', 'pacolo', 'politica', 'preturi', 'rahat', 'sunteti', 'buni', 'post', 'showroom', 'pt', 'terti', 'vanzatori']"
1,"['draq', 'site', 'nike', 'ron', 'fhs', 'boutique', 'store', 'lei', 'pt', 'binevoitori', 'ofera', 'undiscount', 'iei', 'chilipir', 'moara', 'gigi', 'emag', 'permiteti', 'japca']"
1,"['traieste', 'visul', 'ani', 'lasa', 'ctp', 'frustrareaaia', 'lasa']"
0,"['experienta', 'cateva', 'urma', 'ani', 'infiorator', 'mutat', 'schimbat', 'mobila', 'sper', 'repete', 'niciodata', 'viata', 'spus']"
1,"['joc', 'rahat', 'comunitate', 'autista', 'rip', 'mil']"
1,"['putea', 'spune', 'castile', 'akg', 'lei', 'aud', 'bine', 'tepari', 'sunteti']"
1,"['citit', 'scris', 'clienti', 'partea', 'instalare', 'fcut', 'depanero', 'crezut', 'exagereaz', 'ghinionisti', 'uite', 'depanero', 'booking', 'n', 'domeniul', 'instalaiilor', 'contracte', 'teritoriu', 'diverse', 'persoane', 'autorizate', 'dubioase', 'produsul', 'ok', 'sftuiesc', 's', 'achiziionai', 'serviciul', 'montaj', 'depanero']"
1,"['castile', 'beats', 'facute', 'cunoscatorii', 'muzica', 'buna', 'calitate', 'manelisti', 'superbe', 'reda', 'muzica', 'calitate', 'net', 'superioara', 'celorlalte', 'marci']"
1,"['fratilor', 'vad', 'scrie', 'conexiunea', 'bluetouth', 'faptul', 'aude', 'difuzorul', 'zburat', 'pur', 'simplu', 'sigla', 'zgarieturi', 'finute', 'l', 'tinut', 'husa', 'datorita', 'calitatii', 'slabe', 'materialelor', 'facut', 'telefonul', 'rau', 'camera', 'buna', 'stiu', 'critica', 'bateria', 'ok', 'cablul', 'probleme', 'zboara', 'net', 'ecran', 'mare', 'rezolutie', 'culori', 'frumoase', 'primesti', 'revii', 'setarile', 'fabrica', 'reusesc', 'conectez', 'bratara', 'fitnes', 'casca', 'bluetouth', 'sapt', 'reusesc', 'hibe', 'telefonul', 'ales', 'smecherii', 'emag', 'tepele', 'caracteristice', 'facut', 'greseala', 'prostit', 'cumparat', 'produse', 'marele', 'black', 'friday', 'trimis', 'service', 'varza', 'umflat', 'buzunarele', 'respecta', 'cumparator', 'specific', 'romaneste', 'pacat', 'iau', 'ofera', 'gratuit', 'vreau', 'nesimtiti', 'facut', 'reclamatie', 'anpc', 'datorita', 'telefon']"
1,"['scrie', 'clar', 'alimentator', 'dracu', 'intrebi', 'vezi', 'clar', 'specificatii']"
0,"['prosti', 'noaptea', 'jos', 'comunismul', 'alegi', 'comunist']"
0,"['rog', 'suflet', 'reusim', 'democratia']"
1,"['permiti', 'cumperi', 'buna', 'buna', 'bun', 'comentariul', 'cocalarului']"
0,"['faca', 'reclama', 'uitat', 'lumea']"
1,"['aveti', 'mare', 'dreptate', 'domnule', 'turcea', 'stefan', 'fcusem', 'racordarea', 'gaz', 'zis', 'fac', 'ncercare', 'acum', 'stiu', 'folosete', 'sincera', 'luat', 'mare', 'eap', 'bn', 'cumpram', 'electric']"
1,"['suga', 'pula', 'fix', 'funduc', 'curti', 'porcaria', 'masina', 'merge', 'macar', 'fucking', 'porneste', 'pula', 'plm']"
0,['rau']
0,"['documental', 'trebuie', 'predat', 'scolima', 'nclin', 'recorder']"
0,"['radiografia', 'romanieimergem', 'vot']"
1,"['rahat', 'cuptor']"
0,"['place', 'faci', 'felicitarisper', 'continui', 'videouri']"
1,"['produsul', 'cacat', 'ore', 'strange', 'imprastie', 'merita', 'leu', 'plus', 'acoperire', 'deloc']"
0,"['ncercare', 'fostilor', 'securisti', 'impune', 'n', 'societatea', 'romaneasca', 'gluma', 'zis']"
1,"['telefon', 'wtf']"
0,"['parintii', 'vrut', 'faca', 'copilul', 'vedeta', 'apara', 'tv']"
1,"['recomand', 'lume', 'mizeria', 'scaun', 'doua', 'luni', 'scartie', 'incheieturile', 'rigid', 'dracu', 'arozzi', 'clase', 'langa', 'mizeria', 'recomand', 'arozzi', 'inima', 'plus', 'scaunul', 'trimis', 'sameday', 'firma', 'jena', 'trebuit', 'duc', 'km', 'scaun', 'aveau', 'livrare', 'orasul', 'fugiti', 'flanco', 'inanza']"
1,"['flex', 'rahatu', 'rusine', 'singura', 'data', 'folosit', 'ascutit', 'sapa', 'iesit', 'fum', 'fratilor', 'cumparati', 'prostii']"
0,"['patit', 'astadar', 'vazut', 'fantoma']"
0,"['fortza', 'steaua']"
0,"['revenit', 'mam', 'uitat', 'complicat', 'place', 'explici', 'bine', 'odata', 'apuci', 'lucrezi', 'program', 'vei', 'intelege', 'bine', 'complicat', 'important', 'arati', 'punem', 'text', 'video', 'tranzitii', 'sunet', 'tranzitie']"
1,"['that', 'was', 'good', 'fuck', 'offtwice']"
1,"['teapa', 'incercati']"
0,"['astleas', 'hienele', 'lupi', 'alaturi', 'ceausescu', 'iau', 'sapat', 'gropatinind', 'cont', 'luptat', 'economia', 'noastra', 'poipor', 'liber', 'datorii']"
1,"['esti', 'prost', 'crezi', 'sisteme', 'genu', 'auzit', 'microlab', 'na', 'pornesti', 'acolo']"
1,"['casti', 'aruncat', 'casca', 'aude', 'tare', 'casca', 'aude', 'gajait', 'recomand']"
1,"['nite', 'nesimii', 'nite', 'arlatani', 'recomand', 'magazinul', 'davay', 'concept', 'store', 'pt', 'fcut', 'comanda', 'data', 'cub', 'educativ', 'antepremergator', 'lemn', 'activitati', 'intercative', 'bebelusi', 'produsul', 'respectiv', 'joi', 'preul', 'doua', 'zile', 'trziu', 'lau', 'scumpit', 'nesimii', 'scriu', 'reducere']"
1,"['telefonul', 'utok', 'q', 'bun', 'tel', 'pia', 'preul', 'jos', 'citez', 'vine', 'fabrica', 'gb', 'restul', 'stiu', 'desteptule', 'aplicaii', 'cata', 'memorie', 'gb', 'card', 'micro', 'sd', 'gb', 'poi', 'aplicaiile', 'mutate', 'card', 'sd']"
1,"['pis', 'folie', 'notchul', 'mare', 'marginile', 'fuge', 'ecran', 'dezlipete']"
0,"['bine', 'luca', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara', 'legendara']"
1,"['povesti', 'adormit', 'prosti', 'garantie', 'expusa', 'site', 'instant', 'bonu', 'nevoie', 'macar', 'foi', 'emag', 'is', 'singuri', 'respecta', 'comenteaza', 'returnezi', 'produsele', 'restu', 'rahaturi', 'firme', 'esti', 'eroare']"
1,"['miam', 'dorit', 'frigider', 'mare', 'adus', 'rapid', 'curier', 'mau', 'ajutat', 'sal', 'bag', 'casa', 'atentie', 'sal', 'comandati', 'masurativa', 'dimensiunea', 'usilor', 'stau', 'casa', 'lam', 'bagat', 'geam', 'lam', 'despachetat', 'curierului', 'vedere', 'parea', 'regula', 'surpriza', 'venit', 'doua', 'vrut', 'sal', 'pun', 'functiune', 'putut', 'montez', 'doua', 'manere', 'usi', 'pur', 'simplu', 'intrau', 'lacasurile', 'pricina', 'primit', 'doua', 'rafturi', 'usa', 'mare', 'scrie', 'prospect', 'doua', 'sertare', 'frigiderului', 'mic', 'lovea', 'usa', 'frigierului', 'tragerea', 'afara', 'retur', 'concluzie', 'emag', 'nota', 'curier', 'nota', 'frigider', 'mumu']"
0,"['sov', 'zis', 'data', 'subiect', 'predicat']"
1,"['mizerie', 'huse', 'treaba', 'poza', 'material', 'sters', 'jos', 'shit']"
0,"['salutnu', 'credeti', 'trebui', 'pieptul', 'rata', 'pus', 'intro', 'tigaie', 'rece', 'pusa', 'foc', 'tigaie', 'incinsa', 'demarare', 'rece', 'piptului', 'ataca', 'pielea']"
0,"['intelege', 'simtim', 'momentul']"
1,"['sunteti', 'jegosi', 'emag', 'postati', 'reviewurile']"
1,"['panarama', 'telefon', 'bateria', 'ore', 'blocheaza', 'timpul', 'intrun', 'cuvant', 'recomand']"
0,"['felicitari', 'pt', 'video', 'ft', 'profi', 'facut', 'curaj', 'merg', 'cernobal', 'niciodata']"
1,"['sigure', 'luat', 'dela', 'emag', 'luat', 'eapa', 'ajuns', 'coletu', 'ore', 'lam', 'testat', 'non', 'stop', 'pipaia', 'ledu', 'rosu', 'lam', 'testat', 'baterie', 'vro', 'iesit', 'fum', 'stricat']"
0,"['esti', 'super', 'continua', 'episoade', 'apreciez']"
0,"['echipa', 'recorder', 'uitat', 'longeviv', 'guvernator', 'banca', 'centrala', 'lume', 'personaj', 'momentul', 'fni', 'caritas', 'etcbnr', 'singura', 'autoritate', 'guverneaza', 'lege', 'activitatea', 'institutiilor', 'financiare', 'spatiul', 'carpatodanubianoponticorice', 'tranzactie', 'monitorizata', 'organism', 'independent']"
1,"['bag', 'pula', 'stricat', 'recomand']"
0,"['pacate', 'gramada', 'informatie', 'gresita', 'exemple', 'robotii', 'fiind', 'comandati', 'afara', 'urss', 'specificat', 'nivelul', 'radiatiei', 'schemele', 'distruse', 'cauza', 'erorilor', 'umane', 'picoprul', 'elefant', 'nue', 'radiat', 'precum', 'expui', 'video', 'informatie', 'dozimitrist', 'ultima', 'misiune', 'departe', 'lene']"
0,"['bine', 'ascuti', 'oara', 'cutitele']"
0,"['fain', 'materialul', 'felicitari']"
0,['brand']
0,"['paralizie', 'somn', 'vedeam', 'monstrii', 'camera', 'auzeam', 'sunete', 'infricosatoare', 'straniu']"
1,"['sami', 'bag', 'pula', 'firma', 'voastra', 'escroci', 'incercat', 'comanda', 'cumpar', 'rahatu', 'boxa', 'husa', 'telefon', 'ridic', 'showroom', 'comanda', 'ridicare', 'showroom', 'lei', 'livrare', 'domiciliu', 'lei', 'rusine', 'bulangiilor', 'bani', 'vreti']"
0,"['vrea', 'tin', 'dorian', 'haipa']"
0,"['super', 'investitorii', 'americani', 'distrus', 'aro', 'vindea', 'bine']"
1,"['total', 'accord', 'george', 'mare', 'mizerie', 'bani', 'materiale', 'slaba', 'calitate', 'coliere', 'plastic', 'loc', 'suruburi', 'margini', 'departate', 'indoituri', 'constat', 'asemena', 'hota', 'fusese', 'reparata', 'probabli', 'vapor', 'arata', 'emag', 'vandut', 'produs', 'dovada', 'stricat', 'and', 'jumatate', 'constatat', 'emag', 'banii', 'client', 'trebuie', 'repare', 'garantie', 'trimite', 'krugerr', 'cere', 'urmatoare', 'factura', 'originala', 'fizic', 'cutia', 'originala', 'nedeteriorata', 'suruburile', 'uzura', 'intreb', 'montezi', 'hota', 'uzezi', 'capul', 'suruburi', 'teapa', 'marca', 'emag', 'iaca', 'arunci', 'geam', 'ron']"
0,"['speriat', 'grav']"
1,"['emag', 'devine', 'rahat', 'lam', 'cumparat', 'acuma', 'ani', 'lei', 'urmaresc', 'produsul', 'demult', 'langa', 'faptul', 'crescut', 'pretul', 'taie', 'pretul', 'lei', 'prostimea', 'trebui', 'creada', 'redus', 'x', 'lei', 'lau', 'redus', 'pana', 'lei', 'pacate', 'tactica', 'practicata', 'majoritatea', 'produselor', 'des', 'asadar', 'rusine', 'emag']"
0,"['uyyyyy', 'rico']"
0,"['frumos', 'materialam', 'trait', 'pana', 'ro', 'prins', 'ani', 'comunism', 'pensie', 'intorc', 'vb', 'roman', 'statul', 'nea', 'tradat']"
1,"['whirpool', 'calitate', 'rahat', 'odata', 'heinner', 'superior', 'calitativ', 'putere', 'absorbtie', 'buna', 'tabla', 'groasa', 'recomand', 'produs']"
0,"['mia', 'placut', 'clip', 'bravo', 'tineto']"
1,"['telefon', 'ok', 'spune', 'diferena', 'uria', 'android', 'ios', 'corect', 'ios', 'gb', 'ram', 'ct', 'android', 'nainte', 's', 'spune', 'iphone', 'xs', 'mic', 'bine', 'jocuri', 'aplicaii', 'decat', 'samsung', 'telefon', 'android', 'spune', 'aa', 'bun', 'performant', 'nct', 'dai', 'lei', 'securitate', 'buna', 'meniu', 'ordonat', 'aspect', 'aspect', 'frumos', 'calitate', 'aplicaie', 'hateri', 'acri', 'struguri']"
1,"['siretul', 'defect', 'agatat', 'frecat', 'etc', 'produsul', 'transportul', 'groaznic', 'scapati', 'dracu', 'dpd', 'curier']"
1,"['mincinoilor', 'acum', 'cteva', 'zile', 'ron', 'pclii', 'clienii', 'preturi', 'tiate']"
1,"['panarama', 'vine', 'card', 'nevoit', 'iau', 'card', 'gb', 'vnt', 'separat', 'cubtot', 'drum', 'mau', 'costat', 'aman', 'langa', 'zile', 'inceput', 'faca', 'dungi', 'defapt', 'luato', 'acum', 'vede', 'afara', 'dungi', 'display', 'infrarosu', 'cacat', 'jumate', 'metru', 'autodetectie', 'slab', 'senzor', 'miscare', 'mergi', 'masina', 'dak', 'oprita', 'trece', 'detecteaza', 'nasoala', 'baniii', 'dati', 'degeaba']"
1,"['duv', 'n', 'pula']"
